ID_ENCUESTA,ID_VEHICULO,ID_TIPOVEHICULO,ID_COMBUSTIBLE,MUNICIPIO_MATRICULA,PERTENECE_VEHICULO,PERSONA_DUENOVEHICULO,EXENTO_PICOYPLACA,RAZON_EXENTO,DONDE_GUARDAVEHICULO,VALOR_PARQUEO
19160860,1,1,1,BOGOTA,1,2,2,-1,1,-1
19160860,2,1,1,BOGOTA,1,1,2,-1,1,-1
19161755,1,1,1,11001,1,1,2,-1,1,-1
19161756,1,2,1,11001,1,1,2,-1,1,-1
19163567,1,1,1,11001,1,1,2,-1,1,-1
19163567,2,4,1,11001,1,3,1,12,1,-1
19164847,1,1,1,11001,4,-1,2,-1,3,300000
19164847,2,4,1,11001 PAGA MENSUAL $600000,4,-1,1,12,1,-1
19165867,1,1,1,11001,1,1,2,-1,1,-1
19169145,1,1,1,11001,1,1,2,-1,1,-1
19169668,1,6,1,11001,1,1,2,-1,1,-1
19169669,1,1,1,SOACHA,1,1,2,-1,4,120000
19169671,1,1,1,11001,1,1,2,-1,3,0
19169671,2,1,1,SOACHA,1,3,2,-1,3,0
19169674,1,1,1,CHIA,1,1,2,-1,1,-1
19169881,1,1,1,11001,1,1,2,-1,1,-1
19169881,2,1,1,11001,1,2,2,-1,1,-1
19169881,3,2,5,11001,1,1,2,-1,1,-1
19169882,1,1,1,11001,1,1,2,-1,1,-1
19169882,2,1,1,11001,1,2,2,-1,1,-1
19169882,3,4,1,11001,1,2,1,12,1,-1
19169883,1,1,1,11001,1,1,1,3,1,-1
19169883,2,1,1,11001,1,2,2,-1,1,-1
19169888,1,1,5,11001,1,1,2,-1,1,-1
19169888,2,1,5,11001,1,1,2,-1,1,-1
19169889,1,1,4,11001,1,2,1,3,1,-1
19169889,2,1,5,11001,1,1,2,-1,1,-1
19169890,1,1,5,11001,1,3,2,-1,1,-1
19169890,2,2,1,11001,1,2,2,-1,1,-1
19169890,3,4,1,11001,1,1,1,12,1,-1
19169893,1,1,4,11001,1,1,2,-1,1,-1
19169894,1,1,4,11001,1,1,2,-1,1,-1
19169895,1,1,4,11001,1,1,2,-1,1,-1
19169895,2,1,4,11001,1,2,2,-1,1,-1
19169895,3,1,4,11001,1,3,2,-1,1,-1
19169896,1,1,1,11001,1,1,2,-1,1,-1
19169896,2,1,1,11001,1,2,2,-1,1,-1
19169897,1,1,1,11001,1,1,2,-1,1,-1
19169897,2,1,1,11001,1,2,2,-1,1,-1
19169898,1,1,1,11001,1,1,2,-1,1,-1
19169899,1,1,1,11001,1,1,2,-1,1,-1
19169899,2,1,1,11001,1,2,2,-1,1,-1
19169899,3,4,1,11001,1,1,1,12,1,-1
19169901,1,4,1,11001,1,1,1,12,1,-1
19169902,1,1,1,11001,1,1,2,-1,1,-1
19169903,1,1,1,11001,1,1,2,-1,1,-1
19169904,1,1,1,11001,1,1,2,-1,1,-1
19169904,2,1,1,11001,1,2,2,-1,1,-1
19169978,1,4,1,11001,1,2,1,12,1,-1
19169981,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170012,1,1,1,11001,1,2,2,-1,1,-1
19170151,1,1,1,377,1,2,2,-1,1,-1
19170152,1,1,1,11001,1,1,2,-1,1,-1
19170152,2,1,1,11001,1,2,2,-1,1,-1
19170152,3,1,1,11001,1,3,2,-1,1,-1
19170152,4,1,1,11001,1,4,2,-1,1,-1
19170153,1,1,1,11001,1,1,2,-1,1,-1
19170156,1,1,1,BOGOTA,1,1,2,-1,3,0
19170156,2,4,1,BOGOTA,1,2,2,-1,3,0
19170158,1,1,1,BOGOTA,1,1,2,-1,3,0
19170161,1,2,1,BOGOTA,1,1,2,-1,3,0
19170249,1,1,1,11001,1,2,2,-1,1,-1
19170257,1,1,1,BOGOTA,1,2,2,-1,3,0
19170259,1,1,1,BOGOTA,1,1,2,-1,3,0
19170299,1,4,1,11001,1,3,1,12,1,-1
19170300,1,1,1,MOSQUERA,1,1,2,-1,2,90000
19170301,1,1,1,11001,1,1,2,-1,1,-1
19170309,1,4,1,11001,1,1,1,12,1,-1
19170316,1,1,1,BOGOTA,1,1,2,-1,3,0
19170317,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170318,1,1,1,BOGOTA,1,2,2,-1,3,0
19170318,2,7,1,BOGOTA,1,1,2,-1,1,-1
19170319,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170320,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170321,1,1,1,11001,1,1,2,-1,1,-1
19170321,2,1,1,11001,1,2,2,-1,1,-1
19170321,3,4,1,11001,1,5,2,-1,1,-1
19170322,1,1,1,11001,1,1,2,-1,1,-1
19170324,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170339,1,1,1,BOGOTA,1,2,2,-1,1,-1
19170340,1,1,1,BOGOTA,1,2,2,-1,1,-1
19170729,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170729,2,1,1,BOGOTA,1,1,2,-1,1,-1
19170730,1,1,1,BOGOTA,1,1,2,-1,3,0
19170731,1,1,1,BOGOTA,1,1,2,-1,3,0
19170731,2,1,1,BOGOTA,1,2,2,-1,3,0
19170732,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170732,2,1,1,BOGOTA,1,2,2,-1,1,-1
19170733,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170734,1,1,1,CALI,1,1,2,-1,3,0
19170735,1,1,1,BOGOTA,1,1,2,-1,3,0
19170742,1,1,1,11001,1,2,2,-1,1,-1
19170742,2,1,1,11001,1,2,2,-1,1,-1
19170743,1,1,1,11001,1,1,2,-1,1,-1
19170744,1,4,1,11001,2,-1,1,12,1,-1
19170765,1,1,1,BOGOTA,1,1,2,-1,1,-1
19170904,1,2,1,BOGOTA,1,1,2,-1,1,-1
19170939,1,2,2,11001,1,1,2,-1,1,-1
19170965,1,2,1,11001,1,1,2,-1,3,130000
19170967,1,1,1,11001,1,1,2,-1,1,-1
19170989,1,1,1,11001,1,1,2,-1,1,-1
19171235,1,1,1,11001,1,2,2,-1,1,-1
19171362,1,1,1,11001,1,1,2,-1,1,-1
19171363,1,1,1,11001,1,1,2,-1,1,-1
19171487,1,1,1,BOGOTA,1,1,2,-1,1,-1
19171487,2,1,1,BOGOTA,1,2,2,-1,1,-1
19171487,3,4,1,BOGOTA,1,1,2,-1,3,60000
19171488,1,1,1,BOGOTA,1,1,2,-1,1,-1
19171489,1,1,1,BOGOTA,1,1,2,-1,1,-1
19171490,1,1,1,BOGOTA,1,1,2,-1,3,80000
19171490,2,4,1,BOGOTA,1,1,2,-1,3,30000
19171491,1,1,1,BOGOTA,1,2,2,-1,3,90000
19171491,2,1,1,BOGOTA,1,1,2,-1,3,0
19171492,1,1,1,BOGOTA,1,1,2,-1,1,-1
19171492,2,1,1,BOGOTA,1,2,2,-1,3,0
19171493,1,1,1,BOGOTA,1,1,2,-1,3,0
19171493,2,1,1,CHIA,1,4,2,-1,3,80000
19171522,1,1,1,11001,1,2,2,-1,1,-1
19171524,1,1,1,11001,1,1,2,-1,1,-1
19171524,2,1,1,11001,1,1,2,-1,1,-1
19171524,3,1,1,175,1,1,2,-1,1,-1
19171572,1,1,1,11001,1,1,2,-1,1,-1
19171581,1,4,1,BOGOTA,1,1,1,12,1,-1
19171811,1,1,1,11001,1,2,2,-1,4,80000
19171822,1,1,1,11001,1,1,2,-1,1,-1
19171822,2,1,1,11001,1,2,2,-1,1,-1
19171877,1,4,1,FUSA,1,1,2,-1,1,-1
19171880,1,4,1,ZIPAQUIRA,1,1,2,-1,1,-1
19171881,1,1,1,MOSQUERA,1,1,2,-1,1,-1
19171901,1,1,1,BOGOTA,1,2,2,-1,1,-1
19172019,1,2,1,11001,1,1,2,-1,1,-1
19172020,1,1,1,11001,1,1,2,-1,1,-1
19172022,1,1,1,11001,1,1,2,-1,1,-1
19172022,2,1,1,11001,1,3,2,-1,1,-1
19172023,1,1,1,11001,1,1,2,-1,1,-1
19172023,2,1,1,11001,1,2,2,-1,1,-1
19172023,3,1,1,11001,1,2,2,-1,1,-1
19172023,4,1,1,11001,1,4,2,-1,1,-1
19172024,1,1,1,11001,1,1,2,-1,1,-1
19172204,1,1,1,11001,1,1,2,-1,1,-1
19172205,1,1,1,11001,1,1,2,-1,1,-1
19172206,1,2,2,11001,1,1,2,-1,3,100000
19172212,1,3,1,COTA,1,1,2,-1,1,-1
19172214,1,1,1,11001,1,1,2,-1,1,-1
19172217,1,2,1,11001,1,1,2,-1,1,-1
19172309,1,4,1,BOGOTA,1,1,1,12,1,-1
19172318,1,1,1,BOGOTA,1,1,2,-1,1,-1
19172322,1,1,1,BOGOTA,1,1,2,-1,3,110000
19172326,1,1,1,BOGOTA,1,2,2,-1,1,-1
19172326,2,1,2,BOGOTA,1,2,2,-1,1,-1
19172327,1,1,1,BOGOTA,1,2,2,-1,1,-1
19172328,1,2,5,BOGOTA,1,1,2,-1,1,-1
19172328,2,3,1,LA CALERA,1,1,1,10,4,120000
19172328,3,4,1,BOGOTA,1,3,1,7,1,-1
19172451,1,1,1,BOGOTA,1,1,2,-1,1,-1
19172451,2,1,1,BOGOTA,1,2,2,-1,1,-1
19172556,1,1,1,1101,1,2,2,-1,3,100000
19172559,1,1,1,BOGOTA11001,1,2,2,-1,1,-1
19172564,1,1,1,BOGOTA11001,1,1,2,-1,1,-1
19172566,1,1,1,BOGOTA11001,1,1,2,-1,1,-1
19172771,1,1,1,BOGOTA,1,1,2,-1,1,-1
19172771,2,1,1,BOGOTA,1,2,2,-1,1,-1
19172771,3,1,1,BOGOTA,1,3,2,-1,1,-1
19172845,1,4,1,11001,1,1,1,12,1,-1
19172852,1,4,1,11001,1,1,2,-1,3,27000
19172864,1,1,1,BOGOTA,1,1,2,-1,1,-1
19172864,2,1,1,BOGOTA,1,2,2,-1,1,-1
19172897,1,4,1,11001,1,1,1,12,1,-1
19172982,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173006,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173006,2,1,1,BOGOTA,1,2,2,-1,1,-1
19173007,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173008,1,1,1,BOGOTA,1,1,2,-1,2,0
19173009,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173010,1,2,1,BOGOTA,1,1,2,-1,1,-1
19173012,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173012,2,1,1,BOGOTA,1,2,2,-1,1,-1
19173014,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173014,2,1,1,BOGOTA,1,2,2,-1,1,-1
19173014,3,4,1,BOGOTA,1,4,1,12,1,-1
19173064,1,1,1,11001,1,1,2,-1,2,0
19173142,1,1,1,11001,1,1,2,-1,1,-1
19173249,1,1,1,11001,1,1,2,-1,1,-1
19173252,1,1,1,11001,1,2,2,-1,1,-1
19173420,1,4,1,11001,1,1,1,12,1,-1
19173438,1,1,1,CALI,1,1,2,-1,1,-1
19173494,1,1,1,11001,1,1,2,-1,1,-1
19173563,1,1,1,754. SOACHA,1,1,2,-1,1,-1
19173564,1,1,1,BOGOTA11001,1,1,2,-1,1,-1
19173626,1,4,1,NO SABE,1,2,2,-1,1,-1
19173642,1,4,1,BOGOTA,1,1,1,12,1,-1
19173653,1,4,1,11001,1,2,1,12,1,-1
19173653,2,4,1,11001,1,3,1,12,1,-1
19173730,1,1,1,BOGOTA,1,1,2,-1,2,90000
19173772,1,2,1,FUNZA,2,-1,1,4,1,-1
19173778,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173778,2,1,1,BOGOTA,1,2,2,-1,1,-1
19173779,1,1,1,BOGOTA,1,1,2,-1,1,-1
19173779,2,1,1,BOGOTA,1,3,2,-1,1,-1
19173811,1,1,1,11001,1,1,2,-1,1,-1
19173812,1,1,1,11001,1,2,2,-1,1,-1
19173813,1,1,1,11001,1,2,2,-1,1,-1
19173814,1,1,1,11001,1,1,2,-1,1,-1
19173815,1,1,1,11001,1,1,2,-1,1,-1
19173825,1,1,5,11001,1,1,1,12,5,90000
19173825,2,1,1,11001,1,3,2,-1,5,90000
19173849,1,1,1,11001,1,1,2,-1,1,-1
19173850,1,1,1,11001,1,1,2,-1,1,-1
19173852,1,4,1,11001,2,-1,2,-1,1,-1
19173866,1,4,1,11001,1,1,1,12,1,-1
19173867,1,4,1,11001,1,1,1,12,1,-1
19173879,1,4,1,11001,1,1,1,12,1,-1
19173906,1,1,1,BOGOTA,1,3,2,-1,2,0
19174152,1,2,1,11001,1,1,2,-1,1,-1
19174187,1,4,1,110001,1,3,2,-1,1,-1
19174189,1,1,1,11001,1,1,2,-1,2,0
19174233,1,1,1,LA CALERA,1,1,2,-1,1,-1
19174331,1,1,1,BOGOTA,1,1,2,-1,1,-1
19174370,1,4,1,11001,1,1,2,-1,1,-1
19174372,1,4,1,11001,1,3,2,-1,1,-1
19174373,1,1,1,11001,1,1,2,-1,2,60000
19174436,1,1,1,1101,1,3,2,-1,1,-1
19174830,1,1,1,BOGOTA,1,2,2,-1,1,-1
19175176,1,1,5,BOGOTA,1,1,2,-1,1,-1
19175177,1,4,1,TUNJA,1,1,1,12,1,-1
19175180,1,1,5,BOGOTA,1,1,2,-1,2,60000
19175186,1,1,1,11001,1,1,2,-1,1,-1
19175189,1,1,1,11001,1,1,2,-1,1,-1
19175190,1,1,1,11001,1,1,2,-1,1,-1
19175190,2,1,1,11001,1,3,2,-1,1,-1
19175190,3,1,1,11001,1,4,2,-1,1,-1
19175190,4,1,1,11001,1,5,2,-1,1,-1
19175192,1,1,1,11001,1,1,2,-1,1,-1
19175193,1,1,1,11001,1,1,2,-1,1,-1
19175194,1,1,1,11001,1,2,2,-1,1,-1
19175194,2,4,1,11001,1,3,1,12,1,-1
19175194,3,9,1,11001,1,1,1,1,1,-1
19175195,1,4,1,11001,1,1,1,12,3,50000
19175199,1,5,1,11001,1,1,2,-1,1,-1
19175201,1,1,1,11001,4,-1,2,-1,1,-1
19175204,1,4,1,11001,1,1,1,10,1,-1
19175205,1,4,1,286 FUNZA,1,1,1,10,1,-1
19175206,1,4,1,11001,1,1,1,10,1,-1
19175208,1,1,1,11001,1,1,2,-1,1,-1
19181816,1,1,1,BOGOTA,1,1,2,-1,1,-1
19181817,1,2,1,BOGOTA,1,2,2,-1,1,-1
19182147,1,4,1,11001,1,1,1,12,1,-1
19182148,1,1,1,11001,1,4,2,-1,5,0
19182148,2,6,1,11001,1,2,2,-1,5,30000
19182149,1,1,1,11001,1,2,2,-1,1,-1
19182152,1,1,1,11001,1,2,2,-1,1,-1
19182153,1,1,1,11001,1,1,2,-1,1,-1
19182154,1,1,1,1100,1,1,2,-1,1,-1
19182155,1,1,1,11001,1,1,2,-1,1,-1
19182156,1,1,1,1101,1,1,2,-1,1,-1
19182156,2,4,1,11001,1,2,1,12,1,-1
19182245,1,2,1,BOGOTA,1,1,2,-1,2,120000
19182310,1,1,1,11001,1,1,2,-1,1,-1
19182314,1,1,1,11001,2,-1,2,-1,3,90000
19182314,2,4,1,11001,2,-1,1,12,1,-1
19182479,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182479,2,1,1,BOGOTA,1,2,2,-1,3,80000
19182479,3,1,1,BOGOTA,1,3,2,-1,4,60000
19182480,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182480,2,1,1,BOGOTA,1,3,2,-1,3,0
19182481,1,1,1,BOGOTA,1,1,2,-1,3,0
19182481,2,1,1,CHIA,1,2,2,-1,3,80000
19182482,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182482,2,1,1,BOGOTA,1,2,2,-1,3,80000
19182483,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182483,2,1,1,BOGOTA,1,3,2,-1,1,-1
19182487,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182489,1,1,1,BOGOTA,1,1,2,-1,1,-1
19182489,2,4,1,BOGOTA,1,3,2,-1,1,-1
19182492,1,1,1,BOGOTA,1,2,2,-1,1,-1
19182493,1,1,1,BOGOTA,1,3,2,-1,1,-1
19182953,1,1,5,11001,1,1,2,-1,1,-1
19182954,1,4,1,377,1,3,1,12,1,-1
19182954,2,5,1,11001,1,3,2,-1,1,-1
19182957,1,1,1,11001,1,1,2,-1,1,-1
19182960,1,1,2,11001,1,1,2,-1,1,-1
19182967,1,1,1,175,1,1,2,-1,1,-1
19183743,1,1,5,BOGOTA,1,2,2,-1,3,120000
19184048,1,1,2,11001,1,1,2,-1,3,0
19184048,2,1,1,11001,1,2,2,-1,3,0
19184048,3,4,1,CALERA,1,1,2,-1,1,-1
19184048,4,4,1,11001,1,1,2,-1,1,-1
19186397,1,1,1,BOGOTA,1,1,2,-1,1,-1
19186399,1,1,1,BOGOTA,1,2,2,-1,1,-1
19186400,1,1,1,BOGOTA,1,1,2,-1,1,-1
19186460,1,1,1,BOGOTA,1,1,2,-1,1,-1
19186461,1,1,1,BOGOTA,1,1,2,-1,1,-1
19186462,1,1,1,BOGOTA,1,1,2,-1,1,-1
19186465,1,1,1,11001,1,1,2,-1,1,-1
19186466,1,1,1,11001,1,3,2,-1,1,-1
19186466,2,1,1,11001,1,4,2,-1,1,-1
19186467,1,6,2,899,1,1,2,-1,4,150000
19189497,1,4,1,FUNZA,1,2,1,10,1,-1
19189676,1,4,1,11001,1,1,1,12,1,-1
19189942,1,1,1,BOGOTA,1,1,2,-1,1,-1
19192876,1,1,1,110011,1,1,2,-1,1,-1
19192876,2,1,1,377,1,1,2,-1,1,-1
19192876,3,1,1,176,1,3,2,-1,1,-1
19192877,1,1,1,11001,1,1,2,-1,1,-1
19192879,1,1,1,11001,1,1,2,-1,1,-1
19193620,1,1,1,11001,1,1,2,-1,1,-1
19193621,1,1,1,11001,4,-1,2,-1,1,-1
18993904,1,1,1,BOGOTA,1,1,2,-1,2,0
18993920,1,4,1,11001,1,2,2,-1,3,50000
18993923,1,1,1,11001,1,2,1,12,1,-1
18993924,1,1,1,11001,1,1,2,-1,1,-1
18993947,1,1,1,11001,1,1,2,-1,1,-1
18993951,1,4,1,1101,1,1,2,-1,2,8000
18994070,1,1,1,11001,1,1,2,-1,4,60000
18994070,2,4,1,11001,1,2,1,12,4,30000
18994073,1,1,1,11001,1,1,2,-1,1,-1
18994074,1,1,1,11001,1,1,2,-1,1,-1
18994098,1,2,1,BOGOTA,1,1,2,-1,1,-1
18994098,2,5,4,BOGOTA,1,1,2,-1,1,-1
18994101,1,1,1,BOGOTA,1,1,2,-1,2,45000
18994253,1,1,1,11001,1,1,2,-1,2,60
18994287,1,1,1,11001,1,1,2,-1,1,-1
18994339,1,1,1,CALERA,1,1,2,-1,1,-1
18994339,2,2,1,BOGOTA,1,1,2,-1,1,-1
18994339,3,4,1,CHIA,1,1,1,12,1,-1
18994340,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994340,2,1,1,BOGOTA,1,1,2,-1,1,-1
18994340,3,4,1,BOGOTA,1,2,1,12,1,-1
18994341,1,1,1,MEDELLIN,1,1,2,-1,1,-1
18994342,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994342,2,1,1,BOGOTA,1,1,2,-1,1,-1
18994342,3,4,1,BOGOTA,1,1,1,12,1,-1
18994345,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994404,1,1,1,11001,1,2,2,-1,1,-1
18994410,1,1,1,754,1,1,2,-1,1,-1
18994410,2,1,1,11001,1,1,2,-1,1,-1
18994410,3,1,1,473,1,1,2,-1,1,-1
18994418,1,2,1,ENVIGADO,1,1,2,-1,4,100000
18994419,1,1,1,11001,1,1,2,-1,1,-1
18994419,2,1,1,11001,1,1,2,-1,1,-1
18994420,1,1,1,11001,1,2,2,-1,1,-1
18994421,1,1,1,11001,1,1,2,-1,1,-1
18994421,2,1,1,11001,1,2,2,-1,1,-1
18994421,3,4,1,11001,1,1,2,-1,1,-1
18994422,1,2,2,11001,1,1,2,-1,1,-1
18994422,2,2,2,11001,1,2,2,-1,1,-1
18994423,1,1,1,11001,1,1,2,-1,1,-1
18994423,2,2,2,11001,1,1,2,-1,1,-1
18994424,1,1,1,MANIZALEZ,1,1,2,-1,1,-1
18994424,2,2,2,11001,1,3,2,-1,1,-1
18994424,3,4,1,11001,1,3,2,-1,1,-1
18994441,1,1,2,11001,1,1,2,-1,1,-1
18994484,1,2,1,BOGOTA,1,2,2,-1,1,-1
18994488,1,1,1,BOGOTA,1,2,2,-1,1,-1
18994489,1,1,1,BOGOTA,1,2,2,-1,1,-1
18994490,1,1,1,BOGOTA,1,2,2,-1,1,-1
18994490,2,1,1,BOGOTA,1,2,2,-1,1,-1
18994494,1,1,1,BOGOTA,1,3,2,-1,1,-1
18994496,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994620,1,1,1,11001,1,1,2,-1,1,-1
18994628,1,1,1,11001,1,1,2,-1,1,-1
18994679,1,1,1,BOGOTA 11001,1,1,2,-1,1,-1
18994682,1,1,1,BOGOTA 11001,1,1,2,-1,1,-1
18994683,1,1,1,BOGOTA 11001,1,1,2,-1,1,-1
18994685,1,1,1,MANIZALES,1,1,2,-1,1,-1
18994685,2,4,1,BOGOTA 11001,1,1,1,12,1,-1
18994687,1,1,1,BOGOTA 11001,1,1,2,-1,1,-1
18994688,1,4,1,SOACHA,4,-1,1,12,1,-1
18994690,1,4,1,11001,1,2,1,12,1,-1
18994696,1,2,1,BOGOTA,1,1,2,-1,1,-1
18994697,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994698,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994698,2,1,1,BOGOTA,1,5,2,-1,1,-1
18994700,1,7,1,BOGOTA,1,1,1,7,1,-1
18994845,1,1,1,VILLAVICENCIO,1,1,2,-1,1,-1
18994845,2,2,5,175,1,2,2,-1,1,-1
18994945,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994948,1,1,1,BOGOTA,1,1,2,-1,2,0
18994951,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994952,1,1,1,BOGOTA,1,1,2,-1,3,80000
18994954,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994954,2,1,1,BOGOTA,1,2,2,-1,1,-1
18994954,3,4,1,BOGOTA,1,3,1,12,1,-1
18994955,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994956,1,1,1,BOGOTA,1,1,2,-1,1,-1
18994980,1,4,1,11001,1,1,1,12,1,-1
18995062,1,1,1,11001,1,3,2,-1,1,-1
18995064,1,1,1,11001,1,1,2,-1,1,-1
18995064,2,4,1,11001,1,1,2,-1,1,-1
18995079,1,1,1,11001,1,4,2,-1,1,-1
18995083,1,1,1,BOGOTA,2,-1,2,-1,1,-1
18995304,1,1,1,11001,1,2,2,-1,1,-1
18995334,1,2,1,BOGOTA,1,1,2,-1,1,-1
18995390,1,4,1,11001,1,3,1,12,1,-1
18995397,1,2,1,11001,1,1,1,4,3,100000
18995399,1,1,1,11001,1,1,2,-1,1,-1
18995400,1,1,1,11001,1,1,2,-1,1,-1
18995685,1,1,1,175,1,2,2,-1,1,-1
18995687,1,1,1,11001,1,1,2,-1,3,150000
18995691,1,1,1,11001,1,1,2,-1,3,150000
18995692,1,2,1,11001,1,2,2,-1,1,-1
18995693,1,1,1,11001,1,1,2,-1,1,-1
18995694,1,1,1,11001,1,1,2,-1,1,-1
18995695,1,1,5,11001,1,2,2,-1,1,-1
18995695,2,2,5,11001,4,-1,2,-1,1,-1
18995741,1,1,1,11001,1,1,2,-1,1,-1
18995784,1,1,1,11001,1,3,2,-1,4,120000
18995787,1,1,1,11001,1,1,2,-1,1,-1
18995787,2,1,1,1101,1,2,1,7,1,-1
18995845,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995845,2,1,1,BOGOTA,1,2,2,-1,1,-1
18995859,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995870,1,1,1,11001,4,-1,2,-1,1,-1
18995873,1,1,1,11001,1,1,2,-1,1,-1
18995929,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995929,2,1,1,BOGOTA,1,2,2,-1,3,60000
18995930,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995932,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995933,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995933,2,1,1,BOGOTA,1,2,2,-1,3,80000
18995934,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995934,2,1,1,BOGOTA,1,3,2,-1,1,-1
18995935,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995936,1,1,1,BOGOTA,1,1,2,-1,1,-1
18995965,1,4,1,11001,1,1,1,12,1,-1
19069407,1,2,1,11001,1,1,2,-1,4,130000
19069419,1,2,5,11001,1,1,2,-1,4,120000
19069615,1,2,1,11001,1,3,2,-1,1,-1
19069615,2,2,1,11001,1,3,2,-1,1,-1
19069618,1,1,1,11001,1,2,2,-1,2,60000
19069622,1,1,1,11001,1,2,2,-1,1,-1
19069629,1,1,1,11001,1,1,2,-1,1,-1
19069630,1,1,1,11001,4,-1,2,-1,3,90000
19069631,1,2,1,11001,1,1,2,-1,1,-1
19069633,1,6,2,214,1,1,1,4,1,-1
19070600,1,1,1,BOGOTA,1,1,2,-1,1,-1
19070601,1,4,1,BOGOTA,1,1,1,12,1,-1
19070603,1,4,1,BOGOTA,1,1,1,12,1,-1
19070605,1,4,1,BOGOTA,1,1,1,12,1,-1
19070606,1,1,1,BOGOTA,1,1,2,-1,1,-1
19070606,2,2,1,BOGOTA,1,1,1,4,2,100000
19070606,3,4,1,BOGOTA,1,3,1,12,1,-1
19070606,4,4,1,BOGOTA,1,3,1,12,1,-1
19070608,1,1,1,BOGOTA,1,1,2,-1,1,-1
19070608,2,4,1,BOGOTA,1,1,1,12,1,-1
19070651,1,4,1,11001,1,1,1,12,1,-1
19070716,1,1,1,BOGOTA,1,1,2,-1,1,-1
19070716,2,4,1,BOGOTA,1,1,2,-1,1,-1
19070720,1,1,1,BOGOTA,1,2,2,-1,3,120000
19070720,2,1,1,BOGOTA,1,3,2,-1,3,120000
19070722,1,1,1,BOGOTA,1,2,2,-1,3,300000
19070723,1,1,1,BOGOTA,1,3,2,-1,3,300000
19070723,2,1,1,BOGOTA,1,3,2,-1,3,300000
19070723,3,1,1,BOGOTA,1,3,2,-1,3,300000
19071328,1,1,5,FUNZA,1,1,1,4,4,120000
19071810,1,1,1,11001,1,1,2,-1,1,-1
19071823,1,1,1,11001,1,1,2,-1,1,-1
19071823,2,1,1,11001,1,2,2,-1,1,-1
19071824,1,1,1,11001,1,1,2,-1,1,-1
19072098,1,1,1,11001,1,2,2,-1,1,-1
19072454,1,2,1,11001,1,1,2,-1,1,-1
19072455,1,1,1,11001,1,1,2,-1,1,-1
19072455,2,1,1,11001,1,3,2,-1,1,-1
19072455,3,1,1,11001,1,4,2,-1,1,-1
19072456,1,1,1,11001,1,4,2,-1,1,-1
19072457,1,1,1,11001,1,1,2,-1,1,-1
19072458,1,1,1,11001,1,2,2,-1,1,-1
19072458,2,2,1,1101,1,3,2,-1,1,-1
19072462,1,1,1,11001,1,1,2,-1,1,-1
19072462,2,1,1,11001,1,2,2,-1,1,-1
19072462,3,1,1,11001,1,1,2,-1,1,-1
19072497,1,5,4,11001,1,1,2,-1,4,90
19072500,1,1,1,11001,1,2,2,-1,1,-1
19073181,1,4,1,11001,1,3,2,-1,1,-1
19073195,1,1,1,11001,1,2,2,-1,1,-1
19073195,2,1,1,11001,1,1,2,-1,1,-1
19073195,3,4,1,11001,1,3,2,-1,1,-1
19073196,1,1,1,11001,1,2,2,-1,2,100000
19073197,1,1,1,11001,1,1,2,-1,2,100000
19073197,2,1,1,11001,1,1,2,-1,2,100000
19073200,1,1,1,11001,1,2,2,-1,1,-1
19073373,1,1,1,BOGOTA,1,3,2,-1,1,-1
19073374,1,1,1,BOGOTA,1,1,2,-1,1,-1
