ID_ENCUESTA,ID_VEHICULO,ID_TIPOVEHICULO,ID_COMBUSTIBLE,MUNICIPIO_MATRICULA,PERTENECE_VEHICULO,PERSONA_DUENOVEHICULO,EXENTO_PICOYPLACA,RAZON_EXENTO,DONDE_GUARDAVEHICULO,VALOR_PARQUEO
19302406,1,4,1,11001,1,1,2,-1,1,-1
19302408,1,1,1,11001,1,1,2,-1,1,-1
19302408,2,4,1,11001,1,1,1,12,1,-1
19302410,1,4,1,11001,1,1,1,12,1,-1
19302411,1,1,1,11001,1,1,2,-1,1,-1
19302411,2,1,1,817,1,2,2,-1,1,-1
19302411,3,2,2,377,1,1,2,-1,1,-1
19302412,1,1,1,11001,1,1,2,-1,1,-1
19302412,2,4,1,11001,1,1,1,12,1,-1
19302413,1,1,1,11001,1,1,2,-1,1,-1
19302413,2,1,1,817,1,2,2,-1,1,-1
19302413,3,2,2,175,1,3,2,-1,1,-1
19302414,1,1,1,11001,1,1,2,-1,1,-1
19302414,2,1,1,11001,1,1,2,-1,1,-1
19302482,1,4,1,BOGOTA,1,3,1,12,1,-1
19302546,1,4,1,MOSQUERA,1,1,1,12,1,-1
19302549,1,1,1,SOACHA,1,1,2,-1,5,0
19302549,2,4,1,BOGOTA,1,1,1,12,1,-1
19302557,1,1,5,CALI,1,1,2,-1,2,0
19302557,2,4,1,MEDELLIN,1,1,2,-1,1,-1
19304372,1,1,1,11001,1,1,2,-1,1,-1
19306935,1,2,1,BOGOTA,1,1,1,10,3,60000
19306938,1,1,1,BOGOTA,1,1,2,-1,1,-1
19306940,1,1,1,BOGOTA,1,1,2,-1,1,-1
19306940,2,4,1,BOGOTA,1,1,1,12,1,-1
19306941,1,1,5,BOGOTA,1,1,2,-1,1,-1
19306941,2,4,1,BOGOTA,1,4,1,12,1,-1
19306944,1,1,1,BOGOTA,1,1,2,-1,3,150000
19309902,1,5,1,BOGOTA,1,2,2,-1,2,30000
19309905,1,1,1,BOGOTA,1,2,2,-1,2,9000
19309906,1,1,1,CONVITA,1,1,2,-1,3,90000
19309911,1,1,1,FL8RIDA BLANCA,1,2,2,-1,2,200000
19309911,2,5,1,FL8RIDA BLANCA,1,1,2,-1,2,20000
19309912,1,4,1,BOGOTA,1,1,1,12,4,40000
19312889,1,1,1,BOGOTA,1,1,2,-1,4,90000
19312890,1,1,1,BOGOTA,1,1,2,-1,1,-1
19312894,1,4,1,BOGOTA,1,1,2,-1,1,-1
19312897,1,1,5,ANTIOQUIA,1,1,2,-1,1,-1
19312897,2,1,1,MEDELLIN,1,1,2,-1,1,-1
19313141,1,1,1,11001,1,1,2,-1,1,-1
19315595,1,4,1,SOACHA,1,3,2,-1,1,-1
19315599,1,1,1,SOACHA,1,1,2,-1,1,-1
19322293,1,5,1,COTA,1,3,2,-1,1,-1
19322301,1,4,1,BOGOTA,1,2,2,-1,1,-1
19322464,1,1,1,BOGOTA,1,1,2,-1,1,-1
19322465,1,4,1,BOGOTA,1,1,2,-1,1,-1
19323073,1,1,1,BOGOTA,1,1,2,-1,1,-1
19231032,1,2,1,11001,1,2,2,-1,1,-1
19231034,1,1,1,11001,1,1,2,-1,1,-1
19231036,1,1,1,11001,1,3,2,-1,2,60
19231039,1,1,1,11001,1,2,2,-1,2,50
19231041,1,1,1,11001,1,2,2,-1,2,100
19231146,1,4,1,BOGOTA,1,1,1,12,1,-1
19231220,1,4,1,BOGOTA,1,4,2,-1,1,-1
19231253,1,1,1,11001,1,1,2,-1,1,-1
19231258,1,1,1,11001,1,1,2,-1,1,-1
19231258,2,4,1,11001,1,5,1,12,1,-1
19231259,1,5,4,11001,2,-1,1,4,1,-1
19231261,1,2,1,11001,1,2,2,-1,1,-1
19231362,1,4,1,10001,1,1,1,12,1,-1
19231422,1,1,1,FACA,1,1,2,-1,1,-1
19231422,2,4,1,PEREIRA,1,2,1,12,1,-1
19231423,1,4,1,BOGOTA,1,1,1,12,1,-1
19231702,1,1,1,11001,1,2,2,-1,1,-1
19231702,2,1,1,11001,1,3,2,-1,1,-1
19231702,3,1,1,11001,1,4,2,-1,1,-1
19231704,1,1,1,11001,1,1,2,-1,1,-1
19231704,2,1,1,11001,1,1,2,-1,1,-1
19231704,3,1,1,11001,1,1,2,-1,1,-1
19231707,1,1,1,BOGOTA,1,2,2,-1,2,60000
19231707,2,1,1,BOGOTA,1,2,2,-1,2,60000
19231707,3,1,1,MOSQUERA,1,2,2,-1,2,60000
19231708,1,1,1,BOGOTA,1,2,2,-1,2,0
19231722,1,1,1,11001,1,1,2,-1,2,50000
19231722,2,4,1,11001,1,1,1,12,1,-1
19231723,1,1,1,11001,1,1,2,-1,2,50000
19231729,1,1,1,11001,1,1,2,-1,1,-1
19231731,1,4,1,11001,1,2,1,12,1,-1
19231734,1,2,1,11001,1,2,2,-1,3,120000
19231740,1,4,1,BOGOTA,1,2,1,12,1,-1
19231742,1,1,1,BOGOTA,1,1,2,-1,2,40000
19231742,2,4,1,BOGOTA,1,1,1,12,4,20000
19231928,1,1,1,BOGOTA,1,1,2,-1,3,90000
19231928,2,1,1,BOGOTA,1,1,2,-1,3,90000
19231977,1,1,5,11001,1,3,2,-1,2,50000
19231977,2,4,1,11001,1,7,2,-1,2,20000
19231978,1,1,1,175,1,1,2,-1,1,-1
19232015,1,1,1,11001,1,1,2,-1,2,120000
19232043,1,1,1,754,1,1,2,-1,1,-1
19232043,2,4,1,754,4,-1,2,-1,1,-1
19232052,1,6,2,UBATE,1,1,2,-1,3,270000
19232162,1,4,1,BOGOTA,1,4,2,-1,1,-1
19232166,1,4,1,BOGOTA,1,1,2,-1,1,-1
19232177,1,4,1,11001,1,1,1,12,1,-1
19232191,1,1,1,TULUA,1,1,2,-1,2,60000
19232195,1,4,1,BOGOTA,1,2,2,-1,1,-1
19232210,1,1,1,CALERA,1,2,1,4,2,40000
19232284,1,4,1,11001,1,1,1,12,3,30000
19232285,1,4,1,11001,1,1,1,12,1,-1
19232332,1,4,1,11001,1,1,2,-1,1,-1
19232450,1,1,1,11001,1,1,1,12,1,-1
19232451,1,1,1,11001,1,1,2,-1,4,90000
19232454,1,4,1,11001,1,1,1,12,1,-1
19232488,1,1,1,11001,1,1,2,-1,1,-1
19232489,1,1,1,11001,1,2,2,-1,1,-1
19232490,1,1,1,11001,1,1,2,-1,1,-1
19232490,2,1,1,11001,1,2,2,-1,1,-1
19232493,1,1,1,11001,1,1,2,-1,2,80000
19232543,1,4,1,11001,1,3,1,12,1,-1
19232545,1,4,1,11001,1,1,1,12,1,-1
19232562,1,1,1,11001,1,1,2,-1,2,0
19232582,1,1,1,BOGOTA,4,-1,2,-1,3,60000
19232750,1,4,1,BOGOTA,1,2,1,12,1,-1
19232755,1,1,1,BOGOTA,1,1,2,-1,2,40000
19232755,2,4,1,BOGOTA,1,3,1,12,1,-1
19232757,1,4,1,BOGOTA,1,1,2,-1,1,-1
19232758,1,1,1,BOGOTA,1,2,1,10,1,-1
19232758,2,4,1,BOGOTA,1,2,1,12,1,-1
19232798,1,2,4,BELLO,2,-1,2,-1,1,-1
19232801,1,4,1,SOACHA,1,3,2,-1,1,-1
19232853,1,1,1,1101,1,1,1,10,1,-1
19232854,1,1,1,754,1,1,2,-1,1,-1
19232862,1,4,1,1101,1,1,2,-1,1,-1
19232864,1,4,1,1101,1,1,2,-1,1,-1
19232866,1,4,1,1101,1,2,2,-1,1,-1
19232933,1,1,1,11001,1,2,2,-1,4,60000
19233090,1,1,1,BOGOTA,1,1,2,-1,1,-1
19233092,1,1,1,BOGOTA,1,3,2,-1,1,-1
19233094,1,1,1,BOGOTA,1,1,2,-1,1,-1
19233099,1,5,1,BOGOTA,1,1,2,-1,2,90000
19233113,1,4,1,11001,1,1,1,12,1,-1
19233245,1,1,1,BOGOTA,1,1,2,-1,1,-1
19233245,2,4,1,BOGOTA,1,1,2,-1,1,-1
19233255,1,1,1,11001,1,3,2,-1,3,130000
19233255,2,4,1,11001,1,4,1,12,1,-1
19233451,1,1,1,11001,1,1,2,-1,1,-1
19233451,2,1,1,11001,1,2,2,-1,3,210000
19233451,3,1,1,11001,1,3,2,-1,3,210000
19233451,4,4,1,11001,1,4,1,12,1,-1
19233659,1,4,1,BOGOTA,1,1,2,-1,1,-1
19233667,1,2,1,11001,1,1,2,-1,1,-1
19233997,1,4,1,SOACHA,1,2,1,12,1,-1
19233998,1,1,1,CALI,1,1,2,-1,1,-1
19234000,1,4,1,BOGOTA,1,2,1,12,1,-1
19234019,1,1,1,BOGOTA,1,1,2,-1,2,40000
19234019,2,4,1,BOGOTA,1,1,2,-1,2,40000
19234086,1,1,1,11001,1,1,2,-1,1,-1
19234944,1,1,1,BOGOTA,1,1,2,-1,2,60000
19236747,1,1,5,11001,1,1,1,3,4,60000
19236748,1,4,1,11001,1,2,1,12,1,-1
19237795,1,4,1,MOSQUERA,1,1,1,12,1,-1
19238642,1,4,1,SOACHA,1,2,2,-1,1,-1
19238642,2,5,1,BOGOTA,1,1,2,-1,1,-1
19239774,1,1,1,BOGOTA,1,1,2,-1,1,-1
19240205,1,1,1,11001,1,5,2,-1,2,40000
19241184,1,9,2,SOACHA,1,1,1,1,1,-1
19241185,1,4,1,11001,1,1,2,-1,1,-1
19241314,1,4,1,BOGOTA,1,1,2,-1,1,-1
19241518,1,1,1,11001,1,1,2,-1,1,-1
19241518,2,1,2,11001,1,1,1,4,3,150000
19241518,3,1,1,899,1,1,1,4,3,10000
19241524,1,1,1,11001,1,1,2,-1,1,-1
19241525,1,4,1,175,1,1,1,12,1,-1
19241526,1,1,1,11001,1,1,2,-1,1,-1
19241598,1,1,1,11001,1,1,2,-1,1,-1
19241695,1,4,1,11001,1,2,1,12,2,90000
19242374,1,1,1,BOGOTA,1,4,2,-1,1,-1
19243117,1,1,1,11001,1,1,2,-1,1,-1
19243118,1,1,1,11001,1,1,2,-1,1,-1
19243119,1,1,1,11001,1,1,2,-1,3,0
19243190,1,9,2,11001,1,1,1,1,1,-1
19243643,1,1,1,BOGOTA,1,1,2,-1,2,70000
19243646,1,1,1,BOGOTA,1,1,2,-1,2,65000
19243877,1,1,1,BOGOTA,1,1,2,-1,1,-1
19243940,1,1,1,11001,1,1,2,-1,2,55000
19243941,1,1,1,11001,1,1,2,-1,2,0
19243943,1,4,1,11001,1,1,1,12,1,-1
19243943,2,7,3,11001,1,1,1,12,1,-1
19243962,1,1,5,MEDELLIN ANTIOQIA,1,1,2,-1,5,0
19244307,1,1,1,11001,1,2,2,-1,2,15000
19244594,1,4,1,BOGOTA,1,1,1,12,1,-1
19247233,1,1,1,11001,1,2,2,-1,1,-1
19247805,1,1,1,11001,1,1,2,-1,3,80000
19247806,1,4,1,11001,1,1,1,12,1,-1
19247840,1,1,1,11001,1,1,2,-1,1,-1
19247842,1,1,1,11001,1,1,2,-1,1,-1
19248057,1,1,1,899,1,2,2,-1,1,-1
19248059,1,4,1,11001,1,1,1,12,1,-1
19248100,1,4,1,11001,1,1,2,-1,1,-1
19248565,1,1,1,11001,1,1,2,-1,1,-1
19248565,2,4,1,11001,1,1,1,12,1,-1
19248566,1,1,1,11001,1,1,2,-1,1,-1
19248748,1,4,1,BOGOTA,1,1,2,-1,1,-1
19248820,1,1,1,11001,1,1,2,-1,1,-1
19248821,1,1,1,473,1,1,2,-1,1,-1
19248822,1,4,1,11001,1,1,2,-1,1,-1
19249022,1,4,1,BOGOTA,1,1,2,-1,3,0
19249133,1,1,1,11001,1,2,2,-1,1,-1
19249498,1,4,1,BOGOTA,1,5,1,7,1,-1
19249502,1,4,1,BOGOTA,4,-1,1,7,1,-1
19249503,1,4,1,BOGOTA,1,1,1,7,3,40000
19249506,1,2,5,BOGOTA,1,1,2,-1,3,100000
19249856,1,1,1,BOGOTA,1,2,2,-1,1,-1
19249856,2,2,1,BOGOTA,1,1,2,-1,1,-1
19250077,1,2,1,BOGOTA,1,1,2,-1,1,-1
19250315,1,1,1,CARTAGENA,4,-1,1,1,1,-1
19250670,1,1,1,BOGOTA,1,1,2,-1,1,-1
19250848,1,2,1,BOGOTA,1,2,2,-1,1,-1
19250864,1,1,1,FUNZA,1,1,2,-1,1,-1
19250864,2,4,1,CHIA,1,3,2,-1,3,30000
19251789,1,4,1,11001,1,1,2,-1,1,-1
19251799,1,4,1,11001,1,1,2,-1,1,-1
19252028,1,1,1,LA CALERA,1,1,2,-1,1,-1
19252028,2,1,1,BOGOTA,1,2,2,-1,1,-1
19252028,3,1,1,BOGOTA,1,3,2,-1,1,-1
19252029,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252029,2,1,1,BOGOTA,1,2,2,-1,1,-1
19252030,1,2,1,LA CALERA,1,1,2,-1,1,-1
19252031,1,1,1,CHIA,1,1,2,-1,1,-1
19252031,2,2,2,LA CALERA,1,1,2,-1,1,-1
19252075,1,1,1,MOSQUERA,1,1,2,-1,1,-1
19252135,1,1,1,BOGOTA,1,2,2,-1,1,-1
19252135,2,1,1,BOGOTA11001,1,2,2,-1,1,-1
19252135,3,1,1,COTA,2,-1,2,-1,4,150
19252135,4,1,1,BOGOTA11001,1,3,2,-1,4,150
19252135,5,1,1,BOGOTA11001,1,2,2,-1,4,150
19252135,6,1,1,COTA,1,3,2,-1,4,150
19252136,1,1,1,BOGOTA11001,1,1,2,-1,1,-1
19252137,1,1,1,BOGOTA11001,1,1,2,-1,1,-1
19252140,1,1,1,11001,1,2,2,-1,2,40000
19252143,1,4,1,11001,1,1,1,12,1,-1
19252148,1,4,1,11001,1,1,1,12,1,-1
19252149,1,1,4,11001,1,2,2,-1,2,72000
19252205,1,2,4,11001,1,1,1,12,2,50000
19252206,1,4,1,11001,1,1,2,-1,1,-1
19252218,1,5,1,11001,1,2,2,-1,4,70000
19252244,1,1,1,BOGOTA,1,1,2,-1,3,0
19252245,1,1,1,BOGOTA,1,2,2,-1,3,0
19252245,2,2,1,BOGOTA,1,1,2,-1,3,0
19252246,1,1,1,BOGOTA,1,1,2,-1,3,0
19252247,1,4,1,BOGOTA,1,1,2,-1,3,0
19252718,1,4,1,BOGOTA,1,1,1,12,1,-1
19252720,1,1,1,BOGOTA,1,2,2,-1,1,-1
19252721,1,1,1,BOGOTA,2,-1,2,-1,3,90000
19252767,1,1,1,11001,1,1,2,-1,2,110000
19252860,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252984,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252986,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252987,1,1,1,BOGOTA,1,1,2,-1,2,0
19252988,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252989,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252989,2,1,1,BOGOTA,1,1,2,-1,1,-1
19252991,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252992,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252992,2,1,1,BOGOTA,1,2,2,-1,1,-1
19252992,3,1,1,BOGOTA,1,4,2,-1,1,-1
19252992,4,2,1,BOGOTA,1,1,2,-1,1,-1
19252994,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252997,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252998,1,1,1,BOGOTA,1,1,2,-1,1,-1
19252999,1,1,1,BOGOTA,1,1,2,-1,1,-1
19253067,1,1,1,11001,1,1,2,-1,1,-1
19253067,2,1,1,11001,1,2,2,-1,1,-1
19253068,1,1,1,11001,1,1,2,-1,1,-1
19253165,1,4,1,TOLIMA,1,1,1,12,1,-1
19253172,1,4,1,BOGOTA,1,2,1,12,1,-1
19253175,1,1,1,11001,1,1,2,-1,1,-1
19253175,2,1,1,11001,1,3,2,-1,1,-1
19253180,1,4,1,11001,1,2,1,12,3,40000
19253181,1,1,1,MANIZALES,4,-1,2,-1,1,-1
19253204,1,1,1,11001,1,2,2,-1,1,-1
19253205,1,1,1,1001,1,1,2,-1,1,-1
19253253,1,1,1,NO SABE,1,2,2,-1,4,60000
19253257,1,4,1,11001,1,3,1,12,1,-1
19253258,1,4,1,BOGOTA,1,3,1,12,2,25000
19253302,1,4,1,BOGOTA,1,1,1,12,1,-1
19253303,1,1,1,BOGOTA,1,1,2,-1,3,90000
19253303,2,4,1,BOGOTA,1,1,1,12,1,-1
19253309,1,4,1,BOGOTA,1,1,1,12,1,-1
19253348,1,1,2,BOGOTA,1,1,2,-1,1,-1
19253357,1,2,1,BOGOTA,1,1,2,-1,1,-1
19253385,1,1,1,BOGOTA,1,1,2,-1,1,-1
19253385,2,4,1,BOGOTA,1,2,2,-1,1,-1
19253437,1,1,1,11001,1,1,2,-1,3,120000
19253437,2,2,2,11001,1,2,2,-1,3,120000
19253477,1,1,1,BOGOTA,1,1,2,-1,3,100000
19253487,1,4,1,BOGOTA,4,-1,2,-1,1,-1
19253573,1,1,1,COTA,1,1,2,-1,1,-1
19253630,1,4,1,11001,1,1,1,12,1,-1
19253674,1,1,1,BOGOTA,1,1,2,-1,1,-1
19253674,2,1,1,LA CALERA,1,2,2,-1,1,-1
19253675,1,1,1,BOGOTA,1,1,2,-1,1,-1
19253675,2,1,1,BOGOTA,1,2,2,-1,1,-1
19253675,3,4,1,BOGOTA,1,1,1,12,1,-1
19253759,1,1,1,11001,1,2,2,-1,3,120000
19253761,1,1,1,BOGOTA,1,1,2,-1,1,-1
19253761,2,1,1,BOGOTA,1,2,2,-1,1,-1
19253782,1,1,1,11001,1,-1,2,-1,3,80000
19253811,1,1,1,11001,1,2,2,-1,2,50000
19253811,2,4,1,11001,1,2,1,12,2,11001
19253844,1,4,1,NARINO,1,1,1,12,1,-1
19253911,1,4,1,SOACHA,1,1,2,-1,1,-1
19253929,1,1,1,BOGOTA,1,2,2,-1,1,-1
19253965,1,4,1,11001,1,2,2,-1,1,-1
19254011,1,6,2,CARNMENDEBOLIVAR,1,1,1,4,4,150000
19254012,1,1,1,CUNDINAMARCA,1,1,2,-1,2,50000
19254015,1,1,1,BOGOTA,1,1,2,-1,1,-1
19254018,1,1,1,BOGOTA,1,1,2,-1,1,-1
19254021,1,1,1,BOGOTA,1,1,2,-1,3,100000
19254021,2,4,1,BOGOTA,1,1,1,12,1,-1
19254039,1,1,1,BOGOTA,1,2,2,-1,1,-1
19254045,1,4,1,11001,1,1,1,12,1,-1
19254045,2,4,1,11001,1,2,1,12,1,-1
19254117,1,4,1,CALERA,1,2,1,12,1,-1
19254254,1,1,1,11001,1,2,2,-1,2,60000
19254344,1,1,1,11001,1,1,2,-1,1,-1
19254344,2,4,1,11001,1,1,1,12,1,-1
19254346,1,1,1,11001,1,5,2,-1,1,-1
19254555,1,1,1,11001,1,1,2,-1,2,10000
19254819,1,1,1,11001,1,1,2,-1,1,-1
19254820,1,1,1,11001,1,1,2,-1,1,-1
19254823,1,4,1,11001,1,1,2,-1,2,15000
19254824,1,4,1,FUNZA,1,1,2,-1,2,10000
19254825,1,1,1,11001,1,1,2,-1,2,60000
19254833,1,1,1,11001,1,1,2,-1,4,100000
19255947,1,1,1,BOGOTA,1,1,2,-1,1,-1
19255949,1,1,1,BOGOTA,1,1,2,-1,1,-1
19255952,1,1,1,BOGOTA,1,1,2,-1,1,-1
19257368,1,1,1,CALI,1,2,2,-1,1,-1
19258805,1,1,1,377,1,1,2,-1,3,40000
19259227,1,1,1,1101,1,2,2,-1,2,50
19259228,1,4,1,1101,1,3,2,-1,1,-1
19259228,2,4,1,1101,1,2,2,-1,1,-1
19259231,1,1,1,1101,1,1,2,-1,3,120000
19259233,1,4,1,1101,1,1,2,-1,3,35000
19259233,2,4,1,1101,1,2,2,-1,3,35000
19259234,1,4,1,1101,1,1,2,-1,1,-1
19259347,1,1,1,11001,1,2,2,-1,1,-1
19259722,1,1,1,11001,1,2,2,-1,1,-1
19259723,1,4,1,11001,1,5,1,12,3,90000
19259725,1,1,1,11001,1,1,2,-1,1,-1
19259726,1,1,1,ENVIGADO,1,3,2,-1,1,-1
19259727,1,1,1,11001,1,1,2,-1,1,-1
19260390,1,1,1,11001,1,1,2,-1,1,-1
19260391,1,4,1,EL ROSAL CUNDINAMARCA,1,1,1,12,1,-1
19260392,1,4,1,11001,1,3,1,12,1,-1
19260394,1,4,1,11001,1,2,1,12,1,-1
19260395,1,4,1,11001,1,2,1,12,1,-1
19260570,1,4,1,PACHO,1,1,1,12,1,-1
19261076,1,4,1,11001,1,1,1,12,1,-1
19261079,1,6,4,754,1,1,1,12,1,-1
19262065,1,1,1,BOGOTA,1,1,2,-1,1,-1
19262959,1,1,1,BOGOTA,1,1,2,-1,1,-1
19263029,1,4,1,11001,1,1,1,12,1,-1
19263029,2,5,1,11001,1,2,2,-1,1,-1
19263032,1,1,1,BOGOTA,1,1,2,-1,1,-1
19263039,1,1,1,ENVIGDO,1,1,2,-1,1,-1
19263039,2,1,1,BOTA,1,1,2,-1,1,-1
19263039,3,1,1,BOGOTA,1,1,2,-1,1,-1
19263058,1,6,4,COTA,1,1,2,-1,1,-1
19263060,1,1,1,BOGOTA,1,1,2,-1,1,-1
19193622,1,1,1,11001,1,1,2,-1,1,-1
19193622,2,4,1,11001,1,1,1,12,1,-1
19193656,1,6,2,214,1,1,1,4,3,180000
19193657,1,1,1,11001,1,2,2,-1,1,-1
19193657,2,2,1,11001,1,1,2,-1,1,-1
19193661,1,2,2,11001,1,1,2,-1,1,-1
19193664,1,4,1,11001,1,1,1,12,1,-1
19193665,1,1,1,11001,1,1,2,-1,1,-1
19193665,2,4,1,377,1,1,1,12,1,-1
19193785,1,1,1,CHIA,1,1,2,-1,2,120000
19193786,1,1,1,RICAUTE,1,1,2,-1,2,60000
19193796,1,1,1,BOGOTA,1,2,2,-1,2,0
19193797,1,1,1,BOGOTA,1,1,2,-1,2,0
19193798,1,1,1,BOGOTA,1,1,2,-1,2,0
19193799,1,1,1,11001,1,1,2,-1,4,150000
19193801,1,4,1,11001,1,1,1,12,3,80000
19193834,1,1,1,11001,1,1,2,-1,1,-1
19193834,2,1,1,11001,1,2,2,-1,1,-1
19193836,1,1,1,11001,1,1,2,-1,1,-1
19193836,2,1,1,11001,1,4,2,-1,3,120000
19193837,1,1,1,11001,1,1,2,-1,1,-1
19193839,1,4,1,LLANO,1,1,1,12,1,-1
19193843,1,1,1,11001,1,2,2,-1,1,-1
19193848,1,1,1,11001,1,1,2,-1,1,-1
19193849,1,1,1,11001,1,2,2,-1,3,90000
19193853,1,1,1,11001,1,1,2,-1,1,-1
19194570,1,1,5,BOGOTA,1,1,2,-1,1,-1
19195292,1,2,1,377,1,1,1,12,1,-1
19195295,1,2,1,377,1,1,2,-1,1,-1
19195297,1,4,1,1101,1,1,1,12,1,-1
19195302,1,1,1,1101,1,1,2,-1,1,-1
19195302,2,5,1,1101,1,1,2,-1,3,90
19195314,1,1,1,11001,1,3,2,-1,1,-1
19195314,2,2,1,CALI,1,1,1,12,1,-1
19195314,3,4,1,286,1,4,1,12,1,-1
19195320,1,1,1,11001,1,1,2,-1,1,-1
19195322,1,1,1,11001,1,1,2,-1,1,-1
19195326,1,1,1,214,1,2,2,-1,2,80000
19195329,1,1,1,1101,1,2,2,-1,2,15
19195329,2,4,1,1101,1,1,1,12,2,10
19195330,1,1,1,MANIZALES,1,2,2,-1,2,70
19195338,1,1,1,11001,1,2,2,-1,4,0
19195342,1,1,5,11001,1,1,2,-1,1,-1
19195353,1,1,4,11001,1,1,2,-1,3,60000
19195354,1,1,1,11001,1,1,2,-1,1,-1
19195355,1,1,2,11001,1,1,2,-1,1,-1
19195355,2,1,1,11001,1,2,2,-1,1,-1
19195356,1,1,1,11001,1,2,2,-1,1,-1
19195357,1,1,1,11001,1,1,2,-1,1,-1
19195365,1,2,4,11001,1,1,2,-1,2,60000
19195366,1,4,1,899,1,1,1,12,3,35000
19195367,1,4,1,11001,1,2,1,12,2,10000
19195394,1,1,1,BOGOTA,1,1,2,-1,1,-1
19195397,1,1,1,BOGOTA,1,1,2,-1,1,-1
19195401,1,4,1,CARTAGENA,1,1,2,-1,1,-1
19196178,1,1,1,11001,1,1,2,-1,1,-1
19196179,1,1,1,1101,1,1,2,-1,1,-1
19196182,1,1,1,11001,1,1,2,-1,1,-1
19197016,1,3,4,11001,1,1,1,12,1,-1
19198071,1,1,1,214,1,2,2,-1,2,70000
19198072,1,4,1,11001,1,2,1,12,1,-1
19198159,1,1,1,SOACHA,1,1,2,-1,1,-1
19198160,1,2,1,BOGOTA,1,1,2,-1,1,-1
19198161,1,4,1,BOGOTA,1,2,1,12,1,-1
19198161,2,4,1,BOGOTA,1,3,1,12,1,-1
19198168,1,4,2,11001,1,1,1,12,3,40000
19198174,1,4,1,11001,1,1,1,12,1,-1
19198176,1,4,2,11001,1,6,1,12,1,-1
19198176,2,4,2,11001,1,7,1,12,1,-1
19198182,1,1,1,899,1,1,2,-1,1,-1
19198183,1,4,1,286,1,1,1,12,1,-1
19198184,1,1,1,MONTERIA,1,3,2,-1,1,-1
19198186,1,4,1,11001,1,3,1,12,1,-1
19198186,2,4,1,11001,1,3,1,12,1,-1
19198186,3,4,1,377,1,3,1,12,1,-1
19199215,1,1,1,11001,1,1,2,-1,1,-1
19199216,1,5,5,11001,4,-1,2,-1,1,-1
19199680,1,1,2,11001,1,1,2,-1,1,-1
19199789,1,4,1,11001,1,2,1,12,3,0
19199830,1,2,4,11001,1,1,1,3,1,-1
19199852,1,1,1,11001,1,1,2,-1,1,-1
19199852,2,2,1,11001,1,1,2,-1,1,-1
19199853,1,1,1,11001,1,1,2,-1,1,-1
19199854,1,4,1,11001,1,1,1,12,1,-1
19200037,1,1,1,11001,1,1,2,-1,3,100000
19200043,1,1,1,11001,1,1,2,-1,1,-1
19200043,2,4,1,11001,1,2,1,12,1,-1
19200043,3,4,1,11001,1,4,1,12,1,-1
19200331,1,1,1,11001,1,2,2,-1,5,0
19200331,2,7,1,NO TIENE,1,2,1,12,1,-1
19200537,1,4,1,11001,1,2,1,10,1,-1
19200541,1,1,1,11001,1,1,2,-1,2,70000
19200641,1,2,5,CHOCONTA,1,1,2,-1,1,-1
19200643,1,4,1,BOGOTA,1,1,1,12,1,-1
19200644,1,4,1,BOGOTA,1,1,1,12,3,50000
19200720,1,1,1,11001,1,1,2,-1,1,-1
19201080,1,4,1,11001,1,1,1,12,1,-1
19201083,1,1,1,11001,1,1,2,-1,1,-1
19201083,2,4,1,11001,1,1,1,12,1,-1
19201083,3,4,1,11001,1,2,1,12,1,-1
19201151,1,9,2,754,1,1,1,1,1,-1
19201170,1,4,1,11001,1,3,1,12,1,-1
19201205,1,4,1,11001,1,1,1,12,1,-1
19201211,1,4,1,11001,1,1,1,12,1,-1
19201214,1,4,1,SOACHA,1,2,2,-1,1,-1
19201231,1,1,1,11001,1,1,2,-1,1,-1
19201231,2,1,1,11001,1,2,2,-1,1,-1
19201265,1,4,1,11001,1,1,2,-1,1,-1
19201271,1,4,1,754,1,9,1,12,1,-1
19201291,1,1,1,BOGOTA,1,1,2,-1,1,-1
19201294,1,4,1,BOGOTA,1,2,1,12,1,-1
19201547,1,6,2,FUNZA,1,2,2,-1,2,100000
19201572,1,1,1,BOGOTA,1,1,2,-1,2,90000
19201572,2,4,1,VILLAVICENCIO,1,1,1,12,1,-1
19201574,1,1,1,BOGOTA,1,1,2,-1,3,100000
19201575,1,2,1,BOGOTA,1,1,2,-1,1,-1
19201669,1,4,1,BOGOTA,1,2,1,12,1,-1
19201672,1,1,1,BOGOTA,1,1,2,-1,3,60000
19201673,1,1,1,CARTAGO VALLE,1,1,2,-1,3,50000
19201697,1,1,1,11001,1,2,2,-1,1,-1
19201752,1,1,1,SOACHA,1,1,2,-1,1,-1
19201755,1,4,1,BOGOTA,1,1,1,12,1,-1
19201757,1,4,1,BOGOTA,1,1,1,12,1,-1
19201772,1,1,1,175,1,1,2,-1,5,0
19201836,1,1,1,BOGOTA,1,1,2,-1,1,-1
