ID_ENCUESTA;ID_VEHICULO;CANTIDAD;FACTOR_EXP_CAL
21769437;1;1;4087.84751037344
21769438;1;1;4087.84751037344
21769439;1;2;4087.84751037344
21880237;1;1;71.7327586206897
21880240;1;1;563.760330578512
21880240;11;1;563.760330578512
21880241;1;1;563.760330578512
21880241;13;2;563.760330578512
21901377;1;1;0.537931034482759
22982517;1;1;451.270935960591
22982517;13;2;451.270935960591
22978961;13;1;65.2668605196511
21880242;1;1;563.760330578512
19288760;4;1;91.0200011055424
23195947;13;1;264.589971425216
21707076;13;1;14600.0977644487
23180547;4;1;253.194470046083
22077959;1;1;680.022222222222
22077959;13;1;680.022222222222
21674050;13;1;1044.79553903346
21706992;1;1;510.158134002477
19597421;1;1;42.1878139239165
21706993;1;1;510.158134002477
22767994;1;1;495.181405895692
23157958;7;2;406.830790568655
23157958;11;1;406.830790568655
22289128;5;1;161.323156225218
23190952;1;1;126.597235023041
23190952;13;1;126.597235023041
23191060;4;1;126.597235023041
23180972;1;1;277.540092165899
23157983;5;1;993.522270824756
22735571;1;1;1283.01197367245
21880236;1;1;71.7327586206897
21880236;13;1;71.7327586206897
18611625;13;1;1568.77202217315
23088376;1;1;1603.76496709056
23088376;2;1;1603.76496709056
22767943;1;1;495.181405895692
22767943;13;1;495.181405895692
22767996;1;1;495.181405895692
22767996;13;1;495.181405895692
21674590;13;1;3134.38661710037
23157984;1;1;993.522270824756
22981993;13;2;843.709247311828
23088375;1;1;1603.76496709056
21688262;13;1;6226.83678894205
20100969;1;1;49.8741276171486
20100969;13;1;49.8741276171486
19892277;4;1;67.5842783004517
19267383;13;1;809.151988495253
20839082;13;2;337.306721056721
19512812;11;1;72.4812871633438
19302545;13;3;216.691194255589
19495647;11;1;15.0670764013987
22893726;1;2;10.842919570043
19643031;2;1;76.1546623794212
19643031;11;2;76.1546623794212
19643031;13;1;76.1546623794212
19833793;13;1;266.428048239987
19892282;13;1;439.297808952936
19506636;13;1;14.3543543543544
19510282;1;1;30.1341528027975
19510282;4;1;30.1341528027975
20066811;13;1;41.8378865669463
20099380;13;1;88.809349413329
20374168;1;1;143.56601164353
19856150;1;1;59.1154165591007
19300695;13;4;205.85663454281
18609853;13;1;1176.57901662986
19833792;11;1;532.856096479974
19833792;13;1;532.856096479974
19271522;13;1;316.702514681246
19315598;13;2;205.85663454281
19569891;1;2;17.5782558016319
19569891;2;1;17.5782558016319
19569891;4;1;17.5782558016319
20654172;13;1;101.192016317016
19731549;11;1;20.7694533762058
19731549;13;2;20.7694533762058
19730617;4;1;81.5414480587618
20100972;13;1;49.8741276171486
20100972;9;1;49.8741276171486
20374164;5;2;251.240520376178
20172356;1;1;59.1154165591007
20691936;4;1;252.980040792541
20691936;11;1;252.980040792541
20691936;13;1;252.980040792541
19563986;1;1;72.4812871633438
19268702;13;1;374.284790077836
19872895;1;1;66.9974721003141
19872895;13;2;66.9974721003141
19268643;1;1;1791.0780669145
19268643;13;4;1791.0780669145
20841589;1;1;202.384032634033
20841589;13;1;202.384032634033
19558302;1;1;210.939069619583
19558302;4;1;210.939069619583
19481861;4;1;186.485252641906
19271531;4;1;216.691194255589
19513838;2;1;72.4812871633438
20137740;1;1;104.721168437026
19269245;1;1;472.005326622231
18610190;1;1;584.026100682365
18610190;13;3;584.026100682365
19270904;1;1;1036.7188912954
19270904;13;1;1036.7188912954
20933829;13;1;202.384032634033
19268700;13;1;457.45918787291
19510287;2;1;30.1341528027975
19083633;2;2;817.569502074689
19872898;1;1;111.662453500524
19872898;13;4;111.662453500524
19272466;1;1;433.382388511178
19272466;4;1;433.382388511178
19272466;11;1;433.382388511178
18687745;1;1;1654.05926209138
19556923;2;1;81.5414480587618
19643032;13;3;76.1546623794212
20901604;13;2;252.980040792541
19269235;4;1;878.779961570135
20374166;1;1;143.56601164353
20374166;2;1;143.56601164353
19086446;2;1;1834.19496152263
19272028;2;1;4117.13269085619
19302549;1;1;484.368551865435
19302549;4;1;484.368551865435
19302549;13;1;484.368551865435
19302286;11;3;242.184275932717
22740516;1;1;62.8015681544029
20269211;1;1;148.015582355548
20269211;4;1;148.015582355548
19267052;4;1;514.641586357024
19342206;4;1;213.126003019321
19342206;13;2;213.126003019321
19195351;13;2;1589.63563331961
19869693;4;1;135.168556600903
19869693;13;1;135.168556600903
22741138;4;1;263.578685371762
22741138;11;2;263.578685371762
19772540;1;1;42.1878139239165
19270592;13;1;196.053937659819
20840822;11;1;202.384032634033
19216248;1;1;1589.63563331961
19216248;13;2;1589.63563331961
19269904;1;1;216.691194255589
22740954;1;1;72.2800116550116
19731548;1;1;20.7694533762058
19731548;13;3;20.7694533762058
19524887;1;1;62.8015681544029
23283267;1;2;125.620260188089
19772539;1;1;210.939069619582
19772539;4;2;210.939069619582
19833791;1;1;266.428048239987
19833791;4;2;266.428048239987
19833791;13;1;266.428048239987
20100973;11;1;24.9370638085743
20907330;13;2;252.980040792541
19641331;4;1;200.960960960961
19872894;2;1;66.9974721003141
23167354;13;3;21.4805244157325
20754508;13;2;1011.92016317016
22819157;13;2;34.9070561456753
22963224;13;1;419.856994818653
19869696;4;1;135.168556600903
20277038;1;1;13.4325648422297
20100976;2;1;24.9370638085743
23167350;4;1;118.142884286529
23167353;13;1;21.4805244157325
22979280;13;2;263.273297847396
23283265;1;1;125.620260188089
19302290;2;1;433.382388511178
19302290;4;2;433.382388511178
23248962;2;2;334.987360501571
19300698;13;2;205.85663454281
19268701;4;1;457.45918787291
22260278;13;1;799.284144719961
22260281;1;1;266.428048239987
22260281;4;1;266.428048239987
22260281;13;1;266.428048239987
19501463;4;1;36.2406435816719
20201665;11;1;29.9203338391502
20201665;13;2;29.9203338391502
22945258;1;1;72.2800116550116
23125026;4;1;1004.96208150471
23198387;4;1;21.4805244157325
18687740;1;1;1102.70617472759
18687740;4;1;1102.70617472759
18687740;11;2;1102.70617472759
18647886;1;1;7841.84598214286
19302546;4;1;433.382388511178
19805948;9;1;167.493680250785
20906602;13;1;252.980040792541
23249039;4;1;502.481040752356
22837021;13;5;1370.78392282958
19839624;1;1;66.9974721003141
19271538;6;1;484.368551865435
22831980;1;1;19.0386655948553
22831980;13;2;19.0386655948553
22695338;13;1;144.560023310023
22699668;4;1;251.027319401678
22699668;13;2;251.027319401678
19497259;4;1;331.529338030055
19269935;13;1;1202.68870523416
22837020;4;1;19.0386655948553
22718727;1;1;146.432602984312
22718727;11;3;146.432602984312
19497257;4;1;82.8823345075137
19297328;1;1;216.691194255589
20839151;4;1;144.560023310023
20839151;13;1;144.560023310023
20905804;13;1;337.306721056721
19315595;4;1;411.713269085619
19315595;13;2;411.713269085619
20838312;11;2;337.306721056721
19572404;4;1;9.72079696942413
22793482;4;1;54.4298556775122
20251167;1;1;2.78469106877318
20251167;9;2;2.78469106877318
19870728;9;1;21.3262119321064
23053863;4;1;2.59735731059305
22695337;13;1;289.120046620047
22893730;2;1;6.7768247312769
18743589;1;1;48.87912931595
18743589;5;1;48.87912931595
23248146;13;2;15.9946589490798
23196238;1;1;12.0158335697265
20201664;1;1;14.9601669195751
19451634;13;2;3.34845744376768
22946309;1;1;314.89274611399
19510756;1;1;82.5845504582862
19510756;4;1;82.5845504582862
19510756;9;1;82.5845504582862
20034712;9;3;13.2294985712608
22944782;11;1;18.0653704127501
22944782;13;2;18.0653704127501
22673575;1;1;8.13218967753228
18391806;1;1;1898.08482721769
18391806;4;1;1898.08482721769
19448478;4;1;20.7694533762058
19454210;13;1;163.277720207254
19639514;9;2;25.1201201201201
19806623;2;1;292.865205968624
19806623;9;2;292.865205968624
19869808;9;1;167.493680250785
18582001;11;4;3796.16965443537
18582001;13;1;3796.16965443537
20029005;8;1;532.856096479974
20029005;9;1;532.856096479974
18511790;1;1;1425.56885963605
20065426;9;1;83.2587650749959
19454212;13;1;81.638860103627
19842487;1;1;88.809349413329
19842487;4;1;88.809349413329
19804212;1;1;66.9974721003141
18697019;1;1;527.747677924425
19913377;4;2;83.7468401253926
19913377;9;1;83.7468401253926
19495110;4;1;12.5600600600601
19495110;8;2;12.5600600600601
20251165;9;1;14.9622382851446
20026154;1;1;20.3530747250166
20026154;8;1;20.3530747250166
20026154;9;1;20.3530747250166
19562127;9;2;35.8866103739445
19869810;9;1;83.7468401253927
19470244;13;1;186.485252641906
19454085;13;1;81.6388601036269
19913378;9;2;83.7468401253926
19569894;9;1;35.1565116032637
19489175;9;1;248.647003522541
19454049;13;1;19.0386655948553
19562125;1;2;35.8866103739445
19562125;4;1;35.8866103739445
19562125;5;1;35.8866103739445
20172358;9;1;59.1154165591007
19472815;1;1;16.7907060527871
19472815;11;1;16.7907060527871
19472815;13;1;16.7907060527871
19452465;13;2;93.2426263209529
20029006;4;1;266.428048239987
20066809;1;1;83.6757731338925
20066809;9;3;83.6757731338925
19639807;9;1;37.6801801801802
19856151;1;1;59.1154165591007
19452942;4;1;82.8823345075137
19452942;13;3;82.8823345075137
19807405;4;1;14.9622382851446
19869809;8;2;167.493680250785
19869809;9;1;167.493680250785
19805298;1;1;251.240520376178
19451806;1;1;19.0386655948553
19451806;13;2;19.0386655948553
19804216;1;1;223.324907001047
19804216;4;1;223.324907001047
19804216;9;2;223.324907001047
19490613;4;1;99.4588014090164
19490613;9;1;99.4588014090164
20030320;9;1;10.1765373625083
19806340;8;3;48.8108676614373
20026158;8;1;10.1765373625083
20026158;9;2;10.1765373625083
20061297;9;3;13.2294985712608
20114795;8;1;41.8378865669463
20114795;9;1;41.8378865669463
19451805;2;1;25.3848874598071
19451805;13;2;25.3848874598071
19820954;9;1;167.493680250785
19489174;4;1;82.8823345075137
19806505;2;1;146.432602984312
19806505;9;1;146.432602984312
19869807;8;1;167.493680250785
19828674;9;2;88.809349413329
19806037;9;2;48.8108676614373
19511296;6;1;165.764669015027
20172359;1;1;59.1154165591007
20172359;8;1;59.1154165591007
20172359;9;1;59.1154165591007
19562130;4;1;35.8866103739445
20034036;1;1;13.2294985712608
20034036;9;2;13.2294985712608
19807528;9;1;292.865205968624
18677660;1;1;310.074258823431
20199305;1;1;118.230833118201
20199305;8;2;118.230833118201
20199305;9;1;118.230833118201
19562121;1;1;35.8866103739445
19562121;8;2;35.8866103739445
19804209;9;1;66.9974721003141
20102929;4;1;249.776295224988
20102929;9;1;249.776295224988
20172360;1;1;59.1154165591007
20172360;8;2;59.1154165591007
20172360;9;1;59.1154165591007
20199301;4;1;59.1154165591007
20199301;9;1;59.1154165591007
19452200;1;1;62.3083601286174
19452200;11;2;62.3083601286174
19452200;13;1;62.3083601286174
20034038;9;1;26.4589971425216
19454109;13;2;81.638860103627
20030323;1;1;132.294985712608
19451809;4;1;19.0386655948553
19656228;1;1;17.5782558016319
19656228;9;1;17.5782558016319
19808591;9;4;266.428048239987
20026153;9;2;10.1765373625083
19826666;1;1;48.8108676614373
19826666;4;1;48.8108676614373
19872400;1;2;59.1154165591007
19872400;9;3;59.1154165591007
19470245;11;1;93.2426263209529
19470245;13;1;93.2426263209529
19454106;13;2;81.638860103627
19416939;1;1;1069.17664472704
19454525;1;2;52.7347674048956
19453162;1;1;25.3848874598071
19454092;13;2;81.638860103627
18880637;13;3;583.037867431402
19452813;13;1;41.5389067524116
19810095;1;1;266.428048239987
19454047;1;1;25.3848874598071
19872397;1;1;59.1154165591007
19448475;4;1;62.3083601286174
20026157;8;2;10.1765373625083
20026157;9;2;10.1765373625083
20056641;1;1;148.015582355548
22855440;4;1;9.36456664847108
19412533;13;2;148.98058943315
19810096;4;2;266.428048239987
23164361;13;1;3.21013584995913
18677560;13;1;2138.35328945408
18694371;1;1;461.779218183872
20035600;4;1;26.8651296844594
19825100;9;1;83.7468401253926
19807882;1;1;48.8108676614373
19806333;4;1;177.618698826658
19454050;13;1;19.0386655948553
18395659;13;3;690.212664442795
20114119;1;1;292.865205968624
19454107;11;1;163.277720207254
19454107;13;3;163.277720207254
19454104;4;2;81.6388601036269
19454104;13;2;81.6388601036269
18570025;2;1;1265.38988481179
19570825;1;1;72.4812871633438
19570825;9;3;72.4812871633438
20199304;9;1;59.1154165591007
19416391;1;1;356.392214909013
19416391;4;1;356.392214909013
19807401;9;1;14.9622382851446
19564324;4;1;163.277720207254
19433395;13;1;3406.36207139916
19806008;4;1;219.648904476468
19827663;4;1;48.8108676614373
19565760;4;1;7.72926772926773
19454093;1;1;163.277720207254
19454093;13;5;163.277720207254
19454086;13;2;163.277720207254
19490615;1;1;99.4588014090164
19453123;1;1;41.5389067524116
19453123;11;2;41.5389067524116
19453123;13;1;41.5389067524116
20062279;9;1;26.4589971425216
20093475;1;1;166.517530149992
20093475;4;1;166.517530149992
20093475;9;1;166.517530149992
19806503;9;1;135.168556600903
20099384;1;1;266.428048239987
19498297;6;1;200.960960960961
19831701;1;1;266.428048239987
19454051;1;1;19.0386655948553
19569892;1;1;15.0670764013987
19454091;4;1;163.277720207254
19454091;13;6;163.277720207254
19453052;11;1;52.7347674048956
19453052;13;2;52.7347674048956
20248760;8;1;22.3876080703829
20248760;9;2;22.3876080703829
19562126;8;2;35.8866103739445
19804213;1;1;111.662453500524
20058548;4;1;83.2587650749959
19453163;1;1;25.3848874598071
19454218;4;1;81.638860103627
19453796;1;1;26.3673837024478
19830117;1;1;266.428048239987
20026156;8;1;10.1765373625083
19981316;1;2;83.2587650749959
19493779;2;1;72.4812871633438
19807396;9;1;112.216787138584
20062788;9;1;13.2294985712608
20066422;9;1;166.517530149992
19807412;1;1;14.9622382851446
19807412;8;2;14.9622382851446
19807412;9;1;14.9622382851446
19806226;4;2;48.8108676614373
19502494;1;1;57.1159967845659
19562131;1;1;71.773220747889
19562131;9;2;71.773220747889
20136970;1;2;14.9601669195751
20136970;2;1;14.9601669195751
19453165;1;2;19.0386655948553
18393163;1;1;641.505986836223
18393163;4;1;641.505986836223
18393163;11;1;641.505986836223
19564701;4;1;163.277720207254
19564701;8;1;163.277720207254
19805461;4;1;251.240520376178
20251166;4;1;14.9622382851446
20251166;9;1;14.9622382851446
19869806;4;2;83.7468401253926
19452509;1;1;20.7694533762058
19452509;11;1;20.7694533762058
19452509;13;1;20.7694533762058
19808092;2;1;91.3601892277011
19465629;6;1;372.970505283811
19465629;13;2;372.970505283811
19841340;1;1;148.015582355548
19841340;4;1;148.015582355548
19841340;8;2;148.015582355548
19451462;13;1;331.529338030055
19807411;4;1;14.9622382851446
